sampleType,timestamp,distance,power,accelX,accelY,accelZ,boatAccelX,boatAccelY,boatAccelZ,gyroX,gyroY,gyroZ,latitude,longitude,speed,gpsHeading,gpsAltitude,gpsAccuracy,spm,strokeCount,driveTime,recoveryTime,driveRatio,catchDuration,gravityX,gravityY,gravityZ,detectorMode,detectorAboveThreshold,detectorForcedStroke,detectorResumingFromGap,detectorRejectionReason,detectorPeakProminence,detectorTimeAboveThresholdMs,detectorTimeSinceLastStrokeMs,detectorSmoothedMagnitude,detectorGravityAlpha,detectorGravityShiftG,detectorConfidence
sensor,1768474779127,11.529910180175197,0,0.072906494140625,0.006744384765625,-0.9687347412109375,0.072906494140625,0.006744384765625,-0.9687347412109375,-0.01727272942662239,0.009150887839496136,0.024893099442124367,9.9999253,9.9999173,0.5748256799844026,51.93322518298643,1001.530331033282,4.748651530191831,,0,0.092,0.4780000000000001,0.1614035087719298,0.24,0.04774335143157969,-0.005194710626730725,-0.9929474101529803,classic,0,0,0,none,0,0,0,0.6360743004824507,0.04774335143157969,0.03709045310661851,0
sensor,1768474781110,14.89526049218661,0,0.06256103515625,0.0003204345703125,-0.9973602294921875,0.06256103515625,0.0003204345703125,-0.9973602294921875,-0.005559082608669996,0.0028634308837354183,0.050325486809015274,9.9999442,9.9999413,0.6434909550178161,51.933225271483764,1001.5623957840726,4.7486515301917995,,0,0.239,0.35900000000000004,0.3996655518394648,0.199,0.049118941713220426,-0.003994187344019085,-0.9914250201773833,classic,0,0,0,none,0,0,0,0.41810091575444314,0.049118941713220426,0.015391412587221239,0
sensor,1768474784143,17.929704871238947,0,0.117584228515625,-0.039825439453125,-0.9993133544921875,0.117584228515625,-0.039825439453125,-0.9993133544921875,-0.03111903741955757,-0.14513376355171204,0.03139227628707886,9.9999645,9.9999598,0.7044674401259556,40.61238509102161,1001.5410950370133,4.748651530191804,,0,0.239,0.40700000000000003,0.369969040247678,0.159,0.04787566142356963,-0.004596501632644339,-0.9896317393377665,classic,0,0,0,none,0,0,0,0.357983726301944,0.04787566142356963,0.07909807009207488,0
sensor,1768474787126,21.272739310790335,0,0.019561767578125,0.015472412109375,-1.009033203125,0.019561767578125,0.015472412109375,-1.009033203125,-0.021164674311876297,-0.10792353749275208,0.021641911938786507,9.9999898,9.9999763,0.7600804651080662,32.262649827920896,1001.596703607589,4.748651530191913,,0,0.079,0.557,0.12421383647798742,0.16,0.04502792436913684,-0.004183268055095884,-0.991053382000417,classic,0,0,0,none,0,0,0,0.18509171422395132,0.04502792436913684,0.03703820817794884,0
sensor,1768474791111,25.705934928720445,0,0.007843017578125,-0.056610107421875,-1.00018310546875,0.007843017578125,-0.056610107421875,-1.00018310546875,0.05150846391916275,0.3083184063434601,-0.00857298169285059,10.0000248,9.9999957,0.8085687702723757,25.686639596076233,1001.3592073312029,4.748651530191845,,0,0.09,0.667,0.11889035667107001,0.04,0.03797666399894627,0.009051132544685595,-0.9912222302305194,classic,0,0,0,none,0,0,0,0.5413952092420231,0.03797666399894627,0.07316508617986892,0
sensor,1768474793104,29.656654900953562,0,-0.023651123046875,0.0184326171875,-0.9949188232421875,-0.023651123046875,0.0184326171875,-0.9949188232421875,0.021133247762918472,0.15253467857837677,0.013490241952240467,10.0000566,10.0000118,0.8923347459334139,24.841467920321687,1001.3349707545713,4.748651530191877,,0,0.278,0.47800000000000004,0.36772486772486773,0.041,0.038347020726954915,0.008888490504306651,-0.9917149603640323,classic,0,0,0,none,0,0,0,0.5959674326207396,0.038347020726954915,0.06312585873832388,0
sensor,1768474796130,34.38635636700843,0,0.0431976318359375,0.026763916015625,-0.99029541015625,0.0431976318359375,0.026763916015625,-0.99029541015625,-0.0006884271278977394,0.005181446205824614,0.013350159861147404,10.0000988,10.0000166,1.2230233283388876,24.41581449733499,1001.5779415378347,3.3078304796857743,,0,0,0.797,0,0,0.03825365899038684,0.0108061216322489,-0.9924628142232402,classic,0,0,0,none,0,0,0,0.28038999130811326,0.03825365899038684,0.016930772390243067,0
sensor,1768474797126,37.59421787597821,0,0.02886962890625,-0.271209716796875,-1.0728302001953125,0.02886962890625,-0.271209716796875,-1.0728302001953125,0.0404432974755764,0.2951730489730835,0.004352670628577471,10.0001264,10.0000252,1.5453380827902234,23.50688629758831,1001.4126693373546,3.165743923730794,,0,0.518,0.279,0.6499372647427855,0,0.037778447337301145,0.00474136090398267,-0.9932701007166709,classic,0,0,0,none,0,0,0,2.0503517599642445,0.037778447337301145,0.2887732482388479,0
sensor,1768474799118,42.7098360368036,0,0.0223236083984375,0.048370361328125,-0.9828643798828125,0.0223236083984375,0.048370361328125,-0.9828643798828125,-0.004795554094016552,0.009162073023617268,0.012516590766608715,10.0001660,10.0000489,1.6168914045846536,23.908179425308912,1001.4226900124922,3.404919225105229,,0,0.239,0.56,0.29912390488110135,0,0.036755784552782514,0.009359761959334908,-0.9911965863174593,classic,0,0,0,none,0,0,0,0.43369240108544393,0.036755784552782514,0.04263415894601978,0
sensor,1768474801110,47.379922868233876,0,0.04339599609375,0.056365966796875,-1.0162200927734375,0.04339599609375,0.056365966796875,-1.0162200927734375,-0.013177854008972645,-0.125658318400383,0.015050588175654411,10.0002057,10.0000629,1.7171557321302715,27.954635420706005,1001.4550965633243,3.3273716576557333,,0,0.159,0.638,0.19949811794228356,0,0.03513587020706574,0.006801360318168495,-0.9913859085997835,classic,0,0,0,none,0,0,0,1.3861602641029622,0.03513587020706574,0.05633178469159407,0
sensor,1768474803107,51.856049632038406,0,0.0886993408203125,0.0446319580078125,-1.0339813232421875,0.0886993408203125,0.0446319580078125,-1.0339813232421875,0.029110746458172798,0.11664672195911407,0.0002948119363281876,10.0002455,10.0000695,2.03687310603847,19.924454222373278,1001.3853748226538,3.227556516231702,,0,0.12,0.676,0.1507537688442211,0,0.03624187994162568,-0.005736974220500673,-0.9913575305962701,classic,0,0,0,none,0,0,0,2.071721693365575,0.03624187994162568,0.08471832595631902,0
sensor,1768474805134,56.491067697068054,0,0.0599365234375,-0.00555419921875,-0.9934844970703125,0.0599365234375,-0.00555419921875,-0.9934844970703125,-0.025559954345226288,-0.01980246603488922,0.00726323900744319,10.0002834,10.0000870,2.084881745781682,19.513166354139315,1001.2994039896876,3.1298461516304736,,0,0.159,0.637,0.19974874371859297,0,0.04182594794223328,0.006352290386664961,-0.9910945910976041,classic,0,0,0,none,0,0,0,0.4947959552223954,0.04182594794223328,0.021914827865251965,0
sensor,1768474806130,59.55408013719941,0,0.0062103271484375,0.065277099609375,-0.988067626953125,0.0062103271484375,0.065277099609375,-0.988067626953125,-0.004803277086466551,-0.09980036318302155,0.00851306039839983,10.0003108,10.0000896,2.162049748511099,16.816445959112695,1001.3588977213949,3.088183005454989,,0,0.16,0.637,0.20075282308657466,0,0.039418360059799165,-0.0050428335714987884,-0.9913742597723014,classic,0,0,0,none,0,0,0,0.8981462760046394,0.039418360059799165,0.07822815170450818,0
sensor,1768474808123,64.49706873797075,0,0.0034027099609375,-0.07843017578125,-0.945281982421875,0.0034027099609375,-0.07843017578125,-0.945281982421875,-0.028611937537789345,-0.060573332011699677,-0.0008934905636124313,10.0003532,10.0001035,2.2376512427115,16.150910671155003,1001.3145503280684,3.154679613084186,,0,0.08,0.558,0.12539184952978055,0.159,0.03986032711929189,0.005103967422802681,-0.9912124981925385,classic,0,0,0,none,0,0,0,0.6478473633383234,0.03986032711929189,0.1025752257423646,0
sensor,1768474809118,69.09686345502197,0,0.01214599609375,0.082489013671875,-0.955963134765625,0.01214599609375,0.082489013671875,-0.955963134765625,0.03115871734917164,0.15988260507583618,0.039812661707401276,10.0003905,10.0001214,2.3397511298824796,17.71905728033849,1001.0302594555542,3.1979801386147932,,0,0.119,0.678,0.14930991217063988,0,0.03183335829188419,-0.0034037583439217797,-0.9915686135320517,classic,0,0,0,none,0,0,0,1.1146462113591922,0.03183335829188419,0.09551922190086286,0
sensor,1768474811110,73.93624780988355,0,-0.0348052978515625,-0.1684112548828125,-0.9725799560546875,-0.0348052978515625,-0.1684112548828125,-0.9725799560546875,-0.02810274064540863,-0.0852413922548294,-0.0031435952987521887,10.0004322,10.0001344,2.412328183255087,15.324883120222133,1002.0960121387616,3.302158926507345,,0,0.119,0.638,0.1571994715984148,0.04,0.028349073762944384,0.003232172430708514,-0.9925974688557395,classic,0,0,0,none,0,0,0,0.6985180333201464,0.028349073762944384,0.1849099885314092,0
sensor,1768474812107,77.47027344718747,0,0.0615234375,0.1346435546875,-0.9721832275390625,0.0615234375,0.1346435546875,-0.9721832275390625,-0.004002731293439865,-0.0695125013589859,0.005738845560699701,10.0004624,10.0001444,2.521766206274946,16.274133124523697,1001.967695874162,3.293219059461778,,0,0.154,0.643,0.1932245922208281,0,0.025258521091625328,-0.001291365130694169,-0.9924046682356115,classic,0,0,0,none,0,0,0,1.0442611742782004,0.025258521091625328,0.14284922864906383,0
